Force,Time,Velocity,Amplitude,Impulse
245.25,0.001,0.0004141493532071065,90.00984958879275,0.24525000000000002
245.25,0.002,0.0007899059945359519,90.01723943766349,0.49050000000000005
245.25,0.003,0.0012760351278121491,90.02709607838958,0.73575
245.25,0.004,0.0016295573524866384,90.0344911674552,0.9810000000000001
245.25,0.005000000000000001,0.0019794936816542267,90.04188847270628,1.2262500000000003
245.25,0.006000000000000001,0.0024448714485259693,90.05175496353135,1.4715000000000003
245.25,0.007000000000000001,0.0027939207644320945,90.05915737197847,1.7167500000000002
245.25,0.008,0.0031430609197202223,90.06656193287907,1.9620000000000002
245.25,0.009,0.0034922428552010957,90.07396862452791,2.20725
245.25,0.01,0.003957827016064131,90.08384749322342,2.4525
245.25,0.011,0.004307005451659739,90.09125907834304,2.69775
245.25,0.011999999999999999,0.004656172172619478,90.09867272675078,2.9429999999999996
245.25,0.012999999999999998,0.0051217084471425044,90.1085607655681,3.1882499999999996
245.25,0.013999999999999999,0.005470845411584868,90.11597914916294,3.4335
245.25,0.015,0.005936339613671303,90.12587343946662,3.67875
245.25,0.016,0.006285442843301733,90.13329646970591,3.9240000000000004
245.25,0.017,0.006634530157741208,90.14072146093054,4.169250000000001
245.25,0.018000000000000002,0.006983600671010768,90.14814839413502,4.414500000000001
245.25,0.019000000000000003,0.007449000356397983,90.15805395978856,4.659750000000001
245.25,0.020000000000000004,0.007798028225726774,90.16548535047357,4.905000000000001
245.25,0.021000000000000005,0.00814703634686982,90.17291861989904,5.1502500000000015
245.25,0.022000000000000006,0.008612348261970021,90.18283253551745,5.395500000000002
245.25,0.023000000000000007,0.008961306869001458,90.19027011494619,5.640750000000002
245.25,0.024000000000000007,0.009310242784264169,90.19770950992495,5.886000000000002
245.25,0.02500000000000001,0.009775453847515726,90.20763149465259,6.131250000000002
245.25,0.02600000000000001,0.010124333382525557,90.21507505218821,6.376500000000002
245.25,0.02700000000000001,0.010473187284035294,90.222520362075,6.621750000000002
245.25,0.02800000000000001,0.010938284420188028,90.23245013502485,6.867000000000003
245.25,0.029000000000000012,0.011287075078977898,90.23989945997454,7.112250000000003
245.25,0.030000000000000013,0.01163583716391216,90.24735047404823,7.3575000000000035
245.25,0.031000000000000014,0.012100807305196908,90.25728775420926,7.602750000000003
245.25,0.032000000000000015,0.01244949928925683,90.2647426357746,7.848000000000003
245.25,0.033000000000000015,0.012798159761585302,90.27219914320048,8.093250000000003
245.25,0.034000000000000016,0.013262989849738378,90.28214364940101,8.338500000000003
245.25,0.03500000000000002,0.01361157336806592,90.2896038766581,8.583750000000004
245.25,0.03600000000000002,0.013960122438973698,90.29706566647272,8.829000000000004
245.25,0.03700000000000002,0.014424799426605664,90.30701711736607,9.074250000000005
245.25,0.03800000000000002,0.014773264696620065,90.31448247925796,9.319500000000005
245.25,0.03900000000000002,0.015121692586256999,90.32194934036403,9.564750000000005
245.25,0.04000000000000002,0.015586203438698052,90.33190745442428,9.810000000000006
245.25,0.04100000000000002,0.01593454068826204,90.33937773975944,10.055250000000006
245.25,0.04200000000000002,0.01628283762740132,90.34684946092528,10.300500000000007
245.25,0.043000000000000024,0.016747169324286642,90.35681395644812,10.545750000000007
245.25,0.044000000000000025,0.01709536879243336,90.36428895390205,10.791000000000006
245.25,0.045000000000000026,0.017443525024713174,90.37176532376381,11.036250000000006
245.25,0.04600000000000003,0.01790766456361944,90.38173591887006,11.281500000000007
245.25,0.04700000000000003,0.018255716503208966,90.38921541698836,11.526750000000007
245.25,0.04800000000000003,0.018603722286011506,90.39669622405341,11.772000000000007
245.25,0.04900000000000003,0.01906765668384189,90.40667263669417,12.017250000000008
245.25,0.050000000000000024,0.01941555136397195,90.41415642389663,12.262500000000006
245.25,0.051000000000000024,0.019763396971969056,90.42164145654796,12.507750000000007
245.25,0.052000000000000025,0.020227113270663708,90.4316234045107,12.753000000000007
245.25,0.053000000000000026,0.020574840979408655,90.43911126909607,12.998250000000008
245.25,0.05400000000000003,0.02092251670581495,90.44660031559707,13.243500000000008
245.25,0.05500000000000003,0.02138600197416033,90.45658751651209,13.488750000000008
245.25,0.05600000000000003,0.0217335530210233,90.46407924666308,13.734000000000007
245.25,0.05700000000000003,0.022081049183783966,90.47157209516267,13.979250000000008
245.25,0.05800000000000003,0.022544290522920687,90.48156426651018,14.224500000000008
245.25,0.05900000000000003,0.02289165524384862,90.48905965029876,14.469750000000008
245.25,0.06000000000000003,0.02323896218666089,90.49655608883674,14.715000000000009
245.25,0.06100000000000003,0.023701946736950204,90.5065529479539,14.96025000000001
245.25,0.062000000000000034,0.024049115497780917,90.51405177334672,15.20550000000001
245.25,0.06300000000000004,0.024396223597569534,90.52155158985924,15.45075000000001
245.25,0.06400000000000004,0.024858938543960634,90.5315528539476,15.69600000000001
245.25,0.06500000000000004,0.025205901747310806,90.5390549088115,15.94125000000001
245.25,0.06600000000000004,0.025552801418328042,90.5465578911365,16.18650000000001
245.25,0.06700000000000005,0.0260152340000116,90.55656327726936,16.43175000000001
245.25,0.06800000000000005,0.02636198209120344,90.56406834937694,16.67700000000001
245.25,0.06900000000000005,0.026708663792670798,90.5715742852599,16.922250000000012
245.25,0.07000000000000005,0.027170801313989898,90.58158351038979,17.16750000000001
245.25,0.07100000000000005,0.02751732478982008,90.58909138742507,17.412750000000013
245.25,0.07200000000000005,0.02786377903625233,90.59660006452452,17.658000000000012
245.25,0.07300000000000005,0.028325608877092266,90.60661284549072,17.90325000000001
245.25,0.07400000000000005,0.028671898295645627,90.61412331505477,18.148500000000013
245.25,0.07500000000000005,0.02913350530146178,90.62413841656884,18.39375000000001
245.25,0.07600000000000005,0.029479625302352857,90.63165057448398,18.639000000000014
245.25,0.07700000000000005,0.02982567129795431,90.6391634241005,18.884250000000012
245.25,0.07800000000000006,0.030286949396387135,90.64918159983904,19.129500000000014
245.25,0.07900000000000006,0.030632819470753504,90.6566959890303,19.374750000000013
245.25,0.08000000000000006,0.030978612768284675,90.66421100615132,19.620000000000015
245.25,0.08100000000000006,0.031439549642587696,90.67423197268542,19.865250000000014
245.25,0.08200000000000006,0.03178516059234256,90.68174838055793,20.110500000000012
245.25,0.08300000000000006,0.0321306920298213,90.68926535256942,20.355750000000015
245.25,0.08400000000000006,0.03259127552457908,90.69928882638459,20.601000000000013
245.25,0.08500000000000006,0.03293661828231094,90.70680704028143,20.846250000000015
245.25,0.08600000000000006,0.033281878837909194,90.71432575450883,21.091500000000014
245.25,0.08700000000000006,0.03374209699916685,90.72435145201239,21.336750000000016
245.25,0.08800000000000006,0.034087162578472385,90.73187125921974,21.582000000000015
245.25,0.08900000000000007,0.03443213299449245,90.7393915029342,21.827250000000017
245.25,0.09000000000000007,0.03489193029721679,90.74941914046885,22.072500000000016
245.25,0.09100000000000007,0.03523666442132413,90.75694032823328,22.317750000000018
245.25,0.09200000000000007,0.03558130587417613,90.76446188867386,22.563000000000017
245.25,0.09300000000000007,0.036040684912741455,90.77449118254498,22.808250000000015
245.25,0.09400000000000007,0.036385111211845365,90.7820135380836,23.053500000000017
245.25,0.09500000000000007,0.036729443905611156,90.78953620245649,23.298750000000016
245.25,0.09600000000000007,0.03718840689005809,90.79956686892261,23.54400000000002
245.25,0.09700000000000007,0.03753251745151455,90.80709017941783,23.789250000000017
245.25,0.09800000000000007,0.0378765312564455,90.81461373489616,24.03450000000002
245.25,0.09900000000000007,0.03833506421666399,90.82464549017465,24.279750000000018
490.5,0.001,0.0008282987075381139,90.01969917948327,0.49050000000000005
490.5,0.002,0.0015798120005860526,90.03447888590277,0.9810000000000001
490.5,0.003,0.002552070328787272,90.05419220141312,1.4715
490.5,0.004,0.0032591148947719623,90.06898242398482,1.9620000000000002
490.5,0.005000000000000001,0.003958987759891529,90.08377707105709,2.4525000000000006
490.5,0.006000000000000001,0.004889743762442918,90.10351006521846,2.9430000000000005
490.5,0.007000000000000001,0.005587842927437998,90.11831484636232,3.4335000000000004
490.5,0.008,0.006286123957898157,90.1331239192441,3.9240000000000004
490.5,0.009,0.0069844887638966366,90.14793725504973,4.4145
